edad_categoria,nivel_educacion,rango_ingreso,tipo_donante,frecuencia_donacion,canal_donacion,participacion_eventos,voluntariado,años_como_donante,monto_ultima_donacion,confianza_financiera,confianza_mision,confianza_transparencia,confianza_liderazgo,satisfaccion_comunicacion,satisfaccion_impacto,satisfaccion_reconocimiento,satisfaccion_general,satisfaccion_transparencia,conexion_emocional,identificacion_mision,orgullo_donante,compromiso_futuro,percepcion_impacto,percepcion_eficacia,donara_proximo_año
36-45,Universitario,1M-2M,Individual,Trimestral,Teletón anual,Nunca,No,3,54000,4,10,10,5,5,10,9,6,4,6,6,10,6,7,10,Sí
26-35,Postgrado,1M-2M,Individual,Anual,Otro,Nunca,No,3,57000,7,10,9,2,7,10,6,10,3,8,10,3,10,9,9,Sí
66+,Universitario,1M-2M,Individual,Anual,Transferencia,2-3 veces,No,8,23000,6,8,8,10,5,7,5,10,2,5,10,6,10,6,2,Sí
46-55,Técnico,500k-1M,Individual,Semestral,Teletón anual,Nunca,No,3,47000,7,10,6,9,5,9,9,7,9,2,8,4,10,6,8,Sí
26-35,Técnico,500k-1M,Empresa,Anual,Web,Nunca,No,4,566000,9,4,5,8,6,1,6,10,8,4,10,10,3,9,6,No
56-65,Universitario,500k-1M,Empresa,Mensual,Teletón anual,2-3 veces,No,3,268000,8,3,7,7,8,1,4,6,5,6,9,7,7,8,8,No
36-45,Secundaria,1M-2M,Individual,Semestral,Otro,Nunca,No,0,194000,9,9,5,1,6,10,6,7,10,10,8,10,10,5,8,Sí
56-65,Universitario,1M-2M,Empresa,Anual,Teletón anual,Nunca,No,4,4758000,8,10,7,1,9,4,6,10,5,10,5,9,7,6,8,Sí
56-65,Técnico,<500k,Individual,Trimestral,Web,Nunca,No,8,57000,5,10,7,10,5,10,10,10,7,10,7,7,5,10,4,Sí
36-45,Universitario,500k-1M,Fundación,Primera vez,Teletón anual,Nunca,Sí,0,2715000,2,3,10,6,3,5,8,3,4,10,6,6,1,5,10,No
18-25,Secundaria,2M-4M,Individual,Primera vez,Transferencia,Nunca,No,0,19000,6,2,5,10,10,1,8,3,5,7,4,5,9,8,10,No
26-35,Universitario,1M-2M,Individual,Anual,Transferencia,Nunca,Sí,4,16000,7,10,10,3,6,6,9,10,5,10,5,10,9,6,6,Sí
36-45,Universitario,4M+,Individual,Primera vez,Transferencia,Nunca,Sí,0,29000,4,9,7,4,3,9,8,6,9,7,7,9,9,6,3,Sí
46-55,Universitario,1M-2M,Individual,Semestral,Web,1 vez,No,1,55000,4,5,10,10,4,10,6,3,2,5,8,5,9,8,7,Sí
26-35,Secundaria,500k-1M,Individual,Trimestral,Presencial,Nunca,No,18,209000,7,10,6,5,9,10,7,5,9,3,5,5,10,3,9,No
26-35,Universitario,500k-1M,Empresa,Anual,Teletón anual,Nunca,Sí,2,4153000,7,2,3,10,6,7,5,8,9,10,6,6,10,5,10,No
56-65,Universitario,1M-2M,Individual,Anual,Teletón anual,Nunca,No,1,10000,8,10,10,4,6,8,7,10,5,2,10,10,10,7,4,Sí
66+,Universitario,<500k,Individual,Mensual,Teletón anual,Nunca,No,1,34000,8,10,7,1,7,5,8,9,10,7,6,10,3,6,6,Sí
36-45,Universitario,500k-1M,Individual,Anual,Otro,Nunca,No,5,59000,10,10,1,10,9,1,7,10,10,10,8,7,1,9,1,No
26-35,Universitario,1M-2M,Individual,Anual,Teletón anual,2-3 veces,No,4,6000,6,10,10,6,7,4,10,10,7,7,7,9,9,4,10,Sí
26-35,Universitario,<500k,Individual,Anual,Transferencia,Nunca,No,5,18000,9,7,10,10,10,9,5,6,7,8,8,7,10,8,8,Sí
18-25,Técnico,1M-2M,Individual,Trimestral,Transferencia,Nunca,No,0,22000,7,10,6,10,7,1,8,8,6,10,6,5,5,5,7,No
56-65,Universitario,500k-1M,Individual,Anual,Teletón anual,1 vez,No,10,19000,9,10,10,7,9,10,5,5,7,8,8,10,5,7,4,Sí
26-35,Universitario,2M-4M,Individual,Semestral,Teletón anual,Nunca,No,2,63000,7,10,9,1,9,4,7,9,5,8,8,10,5,5,5,Sí
46-55,Secundaria,<500k,Individual,Trimestral,Teletón anual,Nunca,No,2,41000,9,5,2,10,7,1,8,6,10,6,8,6,10,10,7,No
26-35,Secundaria,500k-1M,Empresa,Anual,Web,1 vez,No,3,1624000,8,1,10,1,6,10,7,8,3,6,8,7,7,5,5,No
46-55,Técnico,1M-2M,Empresa,Anual,Teletón anual,2-3 veces,No,2,306000,6,8,10,10,8,10,8,9,7,5,8,8,10,7,7,Sí
46-55,Universitario,500k-1M,Individual,Trimestral,Teletón anual,1 vez,Sí,9,26000,8,8,5,8,8,10,5,9,8,10,10,7,7,4,10,No
56-65,Universitario,1M-2M,Individual,Anual,Presencial,Nunca,No,12,84000,7,10,9,1,6,8,4,7,7,1,10,10,4,10,6,No
26-35,Universitario,1M-2M,Individual,Trimestral,Otro,Nunca,No,2,395000,8,10,1,9,7,10,8,5,10,10,6,3,10,8,4,No
18-25,Universitario,<500k,Individual,Mensual,Teletón anual,1 vez,No,9,357000,6,7,10,9,9,1,10,10,1,6,3,10,3,8,8,No
26-35,Técnico,500k-1M,Individual,Semestral,Teletón anual,Nunca,No,7,5000,7,2,7,10,10,1,5,3,7,9,9,9,10,10,3,No
56-65,Secundaria,500k-1M,Individual,Semestral,Teletón anual,Nunca,No,12,100000,9,4,4,7,9,1,9,9,9,6,8,7,10,8,10,Sí
56-65,Técnico,500k-1M,Individual,Trimestral,Transferencia,2-3 veces,Sí,1,40000,7,5,7,7,10,9,7,6,7,6,9,10,10,8,10,No
46-55,Técnico,2M-4M,Individual,Trimestral,Presencial,Nunca,No,4,60000,10,5,8,1,6,5,4,8,5,9,8,8,6,8,7,No
46-55,Secundaria,1M-2M,Individual,Anual,Teletón anual,1 vez,Sí,1,31000,9,9,8,10,8,10,5,6,4,10,8,10,4,8,5,Sí
46-55,Técnico,1M-2M,Empresa,Primera vez,Teletón anual,Nunca,No,0,9825000,6,10,1,1,9,7,6,8,10,4,9,3,10,5,5,No
26-35,Universitario,1M-2M,Fundación,Anual,Transferencia,Nunca,No,0,152000,8,6,4,10,5,4,6,9,7,8,10,6,6,7,7,Sí
56-65,Universitario,500k-1M,Individual,Semestral,Web,Nunca,No,4,58000,8,6,2,9,6,5,4,10,10,2,5,9,7,9,8,Sí
36-45,Postgrado,2M-4M,Individual,Anual,Teletón anual,1 vez,Sí,2,60000,8,5,7,6,10,10,4,3,6,7,6,3,10,8,10,No
36-45,Postgrado,1M-2M,Empresa,Semestral,Web,Nunca,No,2,49000,4,10,10,10,5,4,5,8,4,10,7,4,7,7,4,Sí
36-45,Universitario,1M-2M,Empresa,Anual,Teletón anual,Nunca,No,5,61000,7,3,8,10,4,10,7,7,5,6,8,6,4,5,10,No
18-25,Técnico,2M-4M,Individual,Semestral,Teletón anual,1 vez,Sí,9,25000,5,10,10,8,10,1,7,9,1,5,7,10,10,10,7,No
26-35,Universitario,500k-1M,Individual,Primera vez,Transferencia,1 vez,No,0,17000,9,6,10,4,8,3,5,4,5,4,7,5,8,5,5,No
46-55,Universitario,1M-2M,Individual,Semestral,Presencial,2-3 veces,No,9,29000,8,10,6,9,8,5,7,4,6,4,9,6,9,9,3,No
18-25,Secundaria,<500k,Individual,Anual,Web,Nunca,Sí,1,66000,7,9,6,10,7,2,9,9,7,8,10,10,2,8,8,No
46-55,Técnico,500k-1M,Individual,Primera vez,Otro,Nunca,No,0,103000,8,8,10,1,5,4,7,4,4,5,8,3,3,4,4,No
26-35,Universitario,500k-1M,Individual,Anual,Web,2-3 veces,No,3,139000,8,1,10,10,8,7,7,7,1,9,6,2,10,10,9,No
36-45,Técnico,4M+,Individual,Semestral,Transferencia,Nunca,No,0,28000,5,10,1,10,10,1,9,7,8,7,7,7,5,8,4,Sí
26-35,Universitario,2M-4M,Individual,Anual,Web,Nunca,No,4,70000,7,5,10,10,7,1,5,3,10,10,7,3,10,10,7,No
36-45,Universitario,1M-2M,Empresa,Primera vez,Presencial,Nunca,No,0,441000,6,1,8,4,10,1,6,3,4,7,7,3,10,6,6,No
46-55,Técnico,1M-2M,Individual,Mensual,Presencial,1 vez,No,4,159000,4,6,10,8,5,8,7,7,5,8,8,10,1,9,5,No
26-35,Técnico,500k-1M,Individual,Semestral,Teletón anual,Nunca,No,6,202000,6,9,5,10,7,10,5,6,10,10,10,9,10,4,9,Sí
46-55,Técnico,2M-4M,Individual,Mensual,Otro,1 vez,No,4,47000,7,5,5,1,6,10,6,6,10,7,7,10,10,6,10,Sí
36-45,Secundaria,500k-1M,Individual,Anual,Presencial,Nunca,Sí,0,38000,7,1,7,10,5,7,3,7,6,6,8,10,3,5,5,No
46-55,Secundaria,500k-1M,Fundación,Anual,Transferencia,Nunca,Sí,1,1413000,5,10,5,8,7,10,10,6,8,10,10,10,4,7,7,Sí
66+,Universitario,<500k,Individual,Trimestral,Teletón anual,Nunca,No,4,63000,9,2,10,9,8,1,5,4,1,9,6,2,5,8,5,Sí
46-55,Técnico,1M-2M,Individual,Anual,Presencial,Nunca,No,1,13000,7,9,2,5,8,10,10,4,10,8,8,8,10,6,8,Sí
26-35,Universitario,1M-2M,Individual,Semestral,Presencial,Nunca,Sí,0,40000,7,10,4,1,10,1,7,10,10,9,6,8,4,9,5,No
18-25,Técnico,500k-1M,Individual,Primera vez,Teletón anual,Nunca,No,0,122000,7,10,1,4,7,1,7,10,9,4,7,5,8,5,2,No
26-35,Postgrado,<500k,Empresa,Anual,Otro,Nunca,No,4,14701000,6,10,10,6,9,2,6,5,3,10,6,9,3,9,3,Sí
46-55,Técnico,1M-2M,Individual,Primera vez,Teletón anual,1 vez,Sí,0,108000,7,1,10,8,6,5,6,7,1,10,8,3,7,9,9,No
18-25,Técnico,<500k,Individual,Primera vez,Teletón anual,1 vez,No,0,36000,6,6,6,6,9,5,7,5,9,8,7,1,10,8,7,No
36-45,Universitario,1M-2M,Individual,Primera vez,Web,1 vez,No,0,65000,5,6,7,10,10,5,7,6,6,9,5,8,10,6,8,Sí
46-55,Universitario,4M+,Individual,Primera vez,Web,Nunca,No,0,19000,7,6,7,4,7,3,8,5,6,8,8,7,5,2,8,No
36-45,Técnico,500k-1M,Empresa,Mensual,Web,Nunca,No,6,369000,10,7,10,5,5,4,6,4,2,8,8,8,8,8,7,No
56-65,Universitario,<500k,Empresa,Primera vez,Teletón anual,Nunca,No,0,380000,8,5,7,10,5,2,5,9,1,5,8,5,9,6,5,Sí
26-35,Técnico,1M-2M,Individual,Semestral,Otro,2-3 veces,No,5,116000,9,4,4,10,8,7,4,4,10,10,5,9,2,5,10,No
18-25,Universitario,1M-2M,Individual,Trimestral,Teletón anual,1 vez,No,4,46000,6,3,2,10,8,7,8,1,10,6,8,10,10,6,8,No
46-55,Secundaria,500k-1M,Empresa,Anual,Teletón anual,1 vez,No,0,57000,4,10,3,10,8,1,9,5,10,7,9,8,10,10,3,No
36-45,Secundaria,2M-4M,Empresa,Primera vez,Teletón anual,Nunca,No,0,2066000,9,5,4,1,7,9,9,7,6,4,6,4,10,4,9,No
46-55,Universitario,<500k,Individual,Semestral,Web,Nunca,No,2,36000,10,10,2,1,7,10,8,7,10,6,5,8,10,8,1,No
36-45,Universitario,500k-1M,Individual,Anual,Otro,Nunca,No,13,32000,10,4,8,10,6,5,5,10,8,7,7,10,10,8,8,Sí
26-35,Técnico,1M-2M,Individual,Semestral,Transferencia,Nunca,No,8,46000,7,6,8,10,8,4,4,8,8,4,10,10,8,7,4,No
56-65,Universitario,2M-4M,Empresa,Semestral,Presencial,Nunca,Sí,4,2089000,5,4,5,10,10,6,9,2,10,10,10,7,7,9,6,No
56-65,Universitario,<500k,Individual,Mensual,Teletón anual,2-3 veces,No,1,29000,5,10,3,10,9,2,3,8,8,4,7,8,10,10,3,Sí
46-55,Secundaria,1M-2M,Individual,Anual,Web,Nunca,No,1,110000,4,5,10,10,8,9,6,3,3,9,5,7,5,7,7,No
26-35,Universitario,500k-1M,Empresa,Anual,Web,Nunca,No,2,1633000,7,10,9,10,9,3,7,9,9,8,7,8,10,7,9,Sí
46-55,Secundaria,500k-1M,Individual,Semestral,Web,Nunca,No,3,31000,10,1,10,7,6,10,7,2,3,2,7,7,10,8,10,Sí
36-45,Universitario,<500k,Individual,Primera vez,Teletón anual,2-3 veces,No,0,338000,6,10,8,1,5,8,6,8,4,5,7,1,10,8,1,No
18-25,Universitario,2M-4M,Individual,Trimestral,Transferencia,Nunca,No,3,290000,8,10,4,4,6,6,7,10,10,8,7,10,5,7,10,Sí
56-65,Postgrado,<500k,Individual,Primera vez,Web,1 vez,No,0,17000,9,5,10,1,6,4,1,6,2,8,5,10,5,6,8,No
26-35,Secundaria,500k-1M,Individual,Anual,Transferencia,2-3 veces,No,17,54000,7,9,9,10,6,8,7,10,8,6,9,6,8,3,8,Sí
66+,Secundaria,500k-1M,Individual,Trimestral,Web,Nunca,Sí,1,23000,10,1,9,10,9,10,3,5,6,10,8,6,6,6,10,No
36-45,Técnico,2M-4M,Individual,Anual,Teletón anual,Nunca,No,12,34000,10,1,9,10,6,2,8,7,1,6,8,7,7,5,8,No
